cohort,var,var1,source,code,description
ckd,CKD,ckd,cprd_cref,12479,Chronic kidney disease stage 4
ckd,CKD,ckd,cprd_cref,12566,Chronic kidney disease stage 3
ckd,CKD,ckd,cprd_cref,12585,Chronic kidney disease stage 5
ckd,CKD,ckd,cprd_cref,94793,Chronic kidney disease stage 3 with proteinuria
ckd,CKD,ckd,cprd_cref,94965,Chronic kidney disease stage 3A
ckd,CKD,ckd,cprd_cref,95122,Chronic kidney disease stage 4 with proteinuria
ckd,CKD,ckd,cprd_cref,95123,Chronic kidney disease stage 3 without proteinuria
ckd,CKD,ckd,cprd_cref,95175,Chronic kidney disease stage 3A without proteinuria
ckd,CKD,ckd,cprd_cref,95177,Chronic kidney disease stage 3B without proteinuria
ckd,CKD,ckd,cprd_cref,95178,Chronic kidney disease stage 3B with proteinuria
ckd,CKD,ckd,cprd_cref,95179,Chronic kidney disease stage 3B
ckd,CKD,ckd,cprd_cref,95405,Chronic kidney disease stage 5 without proteinuria
ckd,CKD,ckd,cprd_cref,95406,Chronic kidney disease stage 4 without proteinuria
ckd,CKD,ckd,cprd_cref,95408,Chronic kidney disease stage 3A with proteinuria
ckd,CKD,ckd,cprd_cref,95508,Chronic kidney disease stage 5 with proteinuria
ckd,CKD,ckd,hes_apc,N18.3,"Chronic kidney disease, stage 3"
ckd,CKD,ckd,hes_apc,N18.4,"Chronic kidney disease, stage 4"
ckd,CKD,ckd,hes_apc,N18.5,"Chronic kidney disease, stage 5"
ckd,CKD,ckd,hes_apc,N18.6,End stage renal disease
cvd,Aortic Disease,ad,cprd_cref,100195,Endovascular stenting for aortic aneurysm of bifurcation NEC
cvd,Aortic Disease,ad,cprd_cref,101379,Infrarenal abdominal aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,102719,"[X]Aortic aneurysm of unspecified site, nonruptured"
cvd,Aortic Disease,ad,cprd_cref,102725,"[X]Aortic aneurysm of unspecified site, ruptured"
cvd,Aortic Disease,ad,cprd_cref,104467,Abdominal aortic aneurysm screen ultrasound scan abnormal
cvd,Aortic Disease,ad,cprd_cref,105857,Prov of info about abdo aortic aneurysm screening programme
cvd,Aortic Disease,ad,cprd_cref,106780,Endovascular insertion stent for suprarenal aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,11430,"Thoracoabdominal aortic aneurysm, ruptured"
cvd,Aortic Disease,ad,cprd_cref,13572,Ruptured abdominal aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,15304,Ruptured aortic aneurysm NOS
cvd,Aortic Disease,ad,cprd_cref,16034,Aortic aneurysm without mention of rupture NOS
cvd,Aortic Disease,ad,cprd_cref,16521,Dissecting aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,16800,Ruptured thoracic aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,16993,H/O: aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,17220,Emergency repair of aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,17345,AAA - Abdominal aortic aneurysm without mention of rupture
cvd,Aortic Disease,ad,cprd_cref,1735,Aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,1736,Aortic aneurysm repair
cvd,Aortic Disease,ad,cprd_cref,17767,Abdominal aortic aneurysm which has ruptured
cvd,Aortic Disease,ad,cprd_cref,1867,Abdominal aortic aneurysm without mention of rupture
cvd,Aortic Disease,ad,cprd_cref,23532,Thoracic aortic aneurysm without mention of rupture
cvd,Aortic Disease,ad,cprd_cref,26232,Tube graft of Abdominal aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,26639,FH: Aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,27563,Thoracic aortic aneurysm which has ruptured
cvd,Aortic Disease,ad,cprd_cref,28109,Inflammatory abdominal aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,40787,"Thoracoabdominal aortic aneurysm, without mention of rupture"
cvd,Aortic Disease,ad,cprd_cref,45521,Juxtarenal aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,51061,Endovascular stenting of thoracic aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,51166,Y graft abdominal Aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,62061,Syphilitic aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,63408,Tube graft abdominal Aortic aneurysm (emergency)
cvd,Aortic Disease,ad,cprd_cref,63920,Ruptured suprarenal aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,6872,Aortic aneurysm NOS
cvd,Aortic Disease,ad,cprd_cref,70260,Aortic aneurysm - syphilitic
cvd,Aortic Disease,ad,cprd_cref,70446,Endovascular stenting infrarenal abdominal aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,83577,Endovas ins stent graft for infrarenal abdom aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,91462,Endov insertion of stent graft for thoracic aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,92925,Y graft of abdominal Aortic aneurysm (emergency)
cvd,Aortic Disease,ad,cprd_cref,94682,Endovas insert of stent graft for suprarenal aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,97030,Endovascular stenting of suprarenal aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,97217,Endovascul insert stent infrarenal abdominal aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,9759,Leaking abdominal aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,98542,Endovascular insertion of stent for thoracic aortic aneurysm
cvd,Aortic Disease,ad,cprd_cref,99859,Endovas insert stent for aortic aneurysm of bifurcation NEC
cvd,Aortic Disease,ad,hes_apc,I71.3,"Abdominal aortic aneurysm, ruptured"
cvd,Aortic Disease,ad,hes_apc,I71.4,"Abdominal aortic aneurysm, without mention of rupture"
cvd,Aortic Disease,ad,hes_apc,I71.5,"Thoracoabdominal aortic aneurysm, ruptured"
cvd,Aortic Disease,ad,hes_apc,I71.6,"Thoracoabdominal aortic aneurysm, without mention of rupture"
cvd,Aortic Disease,ad,hes_apc,I71.8,"Aortic aneurysm of unspecified site, ruptured"
cvd,Aortic Disease,ad,hes_apc,I71.9,"Aortic aneurysm of unspecified site, without mention of rupture"
cvd,Coronary Heart Disease,chd,cprd_cref,100139,History of myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,10562,Acute non-ST segment elevation myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,11048,Variant angina pectoris
cvd,Coronary Heart Disease,chd,cprd_cref,11983,Acute coronary syndrome
cvd,Coronary Heart Disease,chd,cprd_cref,1204,Heart attack
cvd,Coronary Heart Disease,chd,cprd_cref,12139,Acute anterolateral infarction
cvd,Coronary Heart Disease,chd,cprd_cref,12229,Acute ST segment elevation myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,12804,Stable angina
cvd,Coronary Heart Disease,chd,cprd_cref,12986,Prinzmetal's angina
cvd,Coronary Heart Disease,chd,cprd_cref,13185,Angina control
cvd,Coronary Heart Disease,chd,cprd_cref,13566,Attack - heart
cvd,Coronary Heart Disease,chd,cprd_cref,13571,Thrombosis - coronary
cvd,Coronary Heart Disease,chd,cprd_cref,1414,Angina on effort
cvd,Coronary Heart Disease,chd,cprd_cref,1430,Angina pectoris
cvd,Coronary Heart Disease,chd,cprd_cref,1431,Unstable angina
cvd,Coronary Heart Disease,chd,cprd_cref,14658,Acute myocardial infarction NOS
cvd,Coronary Heart Disease,chd,cprd_cref,14782,Angina control - improving
cvd,Coronary Heart Disease,chd,cprd_cref,14897,Anterior myocardial infarction NOS
cvd,Coronary Heart Disease,chd,cprd_cref,14898,Lateral myocardial infarction NOS
cvd,Coronary Heart Disease,chd,cprd_cref,15349,Angina control NOS
cvd,Coronary Heart Disease,chd,cprd_cref,15373,Angina control - poor
cvd,Coronary Heart Disease,chd,cprd_cref,15661,Dressler's syndrome
cvd,Coronary Heart Disease,chd,cprd_cref,16408,Healed myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,1677,MI - acute myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,1678,Inferior myocardial infarction NOS
cvd,Coronary Heart Disease,chd,cprd_cref,17307,Angina at rest
cvd,Coronary Heart Disease,chd,cprd_cref,17464,Personal history of myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,17689,Silent myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,17872,Acute anteroseptal infarction
cvd,Coronary Heart Disease,chd,cprd_cref,18118,Worsening angina
cvd,Coronary Heart Disease,chd,cprd_cref,18125,Nocturnal angina
cvd,Coronary Heart Disease,chd,cprd_cref,18842,Subsequent myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,19542,Angina control - good
cvd,Coronary Heart Disease,chd,cprd_cref,19655,Angina at rest
cvd,Coronary Heart Disease,chd,cprd_cref,20095,Angina decubitus
cvd,Coronary Heart Disease,chd,cprd_cref,23579,Postmyocardial infarction syndrome
cvd,Coronary Heart Disease,chd,cprd_cref,23708,Atrial septal defect/curr comp folow acut myocardal infarct
cvd,Coronary Heart Disease,chd,cprd_cref,23892,Posterior myocardial infarction NOS
cvd,Coronary Heart Disease,chd,cprd_cref,241,Acute myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,24126,Haemopericardium/current comp folow acut myocard infarct
cvd,Coronary Heart Disease,chd,cprd_cref,24540,Chronic coronary insufficiency
cvd,Coronary Heart Disease,chd,cprd_cref,2491,Coronary thrombosis
cvd,Coronary Heart Disease,chd,cprd_cref,25842,Angina pectoris NOS
cvd,Coronary Heart Disease,chd,cprd_cref,26863,New onset angina
cvd,Coronary Heart Disease,chd,cprd_cref,26966,ECG: S-T elevation
cvd,Coronary Heart Disease,chd,cprd_cref,26972,ECG:posterior/inferior infarct
cvd,Coronary Heart Disease,chd,cprd_cref,26975,ECG: antero-septal infarct.
cvd,Coronary Heart Disease,chd,cprd_cref,28554,Angina pectoris NOS
cvd,Coronary Heart Disease,chd,cprd_cref,28736,Acute atrial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,29300,Angina control - worsening
cvd,Coronary Heart Disease,chd,cprd_cref,29553,"Thrombosis atrium,auric append&vent/curr comp foll acute MI"
cvd,Coronary Heart Disease,chd,cprd_cref,29643,Acute inferoposterior infarction
cvd,Coronary Heart Disease,chd,cprd_cref,29758,Acute transmural myocardial infarction of unspecif site
cvd,Coronary Heart Disease,chd,cprd_cref,29902,Angina decubitus NOS
cvd,Coronary Heart Disease,chd,cprd_cref,30330,Acute Q-wave infarct
cvd,Coronary Heart Disease,chd,cprd_cref,30421,Cardiac rupture following myocardial infarction (MI)
cvd,Coronary Heart Disease,chd,cprd_cref,32272,Postoperative myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,32854,Acute posterolateral myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,33650,Percut transluminal coronary thrombolysis with streptokinase
cvd,Coronary Heart Disease,chd,cprd_cref,34328,Refractory angina
cvd,Coronary Heart Disease,chd,cprd_cref,34803,Other acute myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,34952,ECG: Q wave
cvd,Coronary Heart Disease,chd,cprd_cref,35674,H/O: myocardial infarct <60
cvd,Coronary Heart Disease,chd,cprd_cref,36423,Certain current complication follow acute myocardial infarct
cvd,Coronary Heart Disease,chd,cprd_cref,36523,Preinfarction syndrome
cvd,Coronary Heart Disease,chd,cprd_cref,3704,Acute subendocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,37657,Ventric septal defect/curr comp fol acut myocardal infarctn
cvd,Coronary Heart Disease,chd,cprd_cref,38609,Subsequent myocardial infarction of inferior wall
cvd,Coronary Heart Disease,chd,cprd_cref,39449,Coronary thrombosis not resulting in myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,39546,[X]Other forms of angina pectoris
cvd,Coronary Heart Disease,chd,cprd_cref,39655,Impending infarction
cvd,Coronary Heart Disease,chd,cprd_cref,39904,ECG: old myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,4017,Old myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,40399,H/O: myocardial infarct >60
cvd,Coronary Heart Disease,chd,cprd_cref,40429,Acute anteroapical infarction
cvd,Coronary Heart Disease,chd,cprd_cref,40996,Percut translum coronary thrombolytic therapy- streptokinase
cvd,Coronary Heart Disease,chd,cprd_cref,41221,Acute septal infarction
cvd,Coronary Heart Disease,chd,cprd_cref,41835,Postoperative subendocardial myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,45809,Subsequent myocardial infarction of anterior wall
cvd,Coronary Heart Disease,chd,cprd_cref,45960,Antianginal therapy
cvd,Coronary Heart Disease,chd,cprd_cref,46017,Other acute myocardial infarction NOS
cvd,Coronary Heart Disease,chd,cprd_cref,46112,Postoperative transmural myocardial infarction anterior wall
cvd,Coronary Heart Disease,chd,cprd_cref,46166,Subsequent myocardial infarction of unspecified site
cvd,Coronary Heart Disease,chd,cprd_cref,46227,ECG: Q wave abnormal
cvd,Coronary Heart Disease,chd,cprd_cref,46276,Postoperative transmural myocardial infarction inferior wall
cvd,Coronary Heart Disease,chd,cprd_cref,4656,Crescendo angina
cvd,Coronary Heart Disease,chd,cprd_cref,50372,H/O: Myocardial infarction in last year
cvd,Coronary Heart Disease,chd,cprd_cref,5221,Cardiac enzymes abnormal
cvd,Coronary Heart Disease,chd,cprd_cref,52705,ECG: lateral infarction
cvd,Coronary Heart Disease,chd,cprd_cref,5387,Other specified anterior myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,54251,Preinfarction syndrome NOS
cvd,Coronary Heart Disease,chd,cprd_cref,54535,Stenocardia
cvd,Coronary Heart Disease,chd,cprd_cref,55137,MI - myocardial infarction aborted
cvd,Coronary Heart Disease,chd,cprd_cref,55401,ECG: subendocardial infarct
cvd,Coronary Heart Disease,chd,cprd_cref,57062,H/O: Angina in last year
cvd,Coronary Heart Disease,chd,cprd_cref,59032,ECG: myocardial infarct NOS
cvd,Coronary Heart Disease,chd,cprd_cref,59189,Ruptur cardiac wall w'out haemopericard/cur comp fol ac MI
cvd,Coronary Heart Disease,chd,cprd_cref,59940,Ruptur chordae tendinae/curr comp fol acute myocard infarct
cvd,Coronary Heart Disease,chd,cprd_cref,60664,Cardiac enzymes abnormal - first set
cvd,Coronary Heart Disease,chd,cprd_cref,61072,Myocardial infarction aborted
cvd,Coronary Heart Disease,chd,cprd_cref,61670,Diab mellit insulin-glucose infus acute myocardial infarct
cvd,Coronary Heart Disease,chd,cprd_cref,62270,ECG: Q wave pathological
cvd,Coronary Heart Disease,chd,cprd_cref,62626,Acute papillary muscle infarction
cvd,Coronary Heart Disease,chd,cprd_cref,6336,H/O: angina pectoris
cvd,Coronary Heart Disease,chd,cprd_cref,63467,True posterior myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,66285,ECG: Q wave NOS
cvd,Coronary Heart Disease,chd,cprd_cref,66388,Status anginosus
cvd,Coronary Heart Disease,chd,cprd_cref,68357,Microinfarction of heart
cvd,Coronary Heart Disease,chd,cprd_cref,68748,"Postoperative myocardial infarction, unspecified"
cvd,Coronary Heart Disease,chd,cprd_cref,69474,Rupture papillary muscle/curr comp fol acute myocard infarct
cvd,Coronary Heart Disease,chd,cprd_cref,72562,Subsequent myocardial infarction of other sites
cvd,Coronary Heart Disease,chd,cprd_cref,7347,Unstable angina
cvd,Coronary Heart Disease,chd,cprd_cref,7696,Syncope anginosa
cvd,Coronary Heart Disease,chd,cprd_cref,7783,ECG: myocardial infarction
cvd,Coronary Heart Disease,chd,cprd_cref,8935,Acute inferolateral infarction
cvd,Coronary Heart Disease,chd,cprd_cref,9276,Acute coronary insufficiency
cvd,Coronary Heart Disease,chd,cprd_cref,9507,Acute non-Q wave infarction
cvd,Coronary Heart Disease,chd,cprd_cref,9555,Post infarct angina
cvd,Coronary Heart Disease,chd,cprd_cref,96838,[X]Acute transmural myocardial infarction of unspecif site
cvd,Coronary Heart Disease,chd,cprd_cref,97001,Cardiac troponin positive
cvd,Coronary Heart Disease,chd,cprd_cref,99991,[X]Subsequent myocardial infarction of unspecified site
cvd,Coronary Heart Disease,chd,hes_apc,I20,Angina pectoris
cvd,Coronary Heart Disease,chd,hes_apc,I21,Acute myocardial infarction
cvd,Coronary Heart Disease,chd,hes_apc,I22,Subsequent myocardial infarction
cvd,Coronary Heart Disease,chd,hes_apc,I23,Certain current complications following acute myocardial infarction
cvd,Coronary Heart Disease,chd,hes_apc,I24,Other acute ischaemic heart diseases
cvd,Coronary Heart Disease,chd,hes_apc,I25,Chronic ischaemic heart disease
cvd,Peripheral Artery Disease,pad,cprd_cref,105317,Peripheral arterial disease
cvd,Peripheral Artery Disease,pad,cprd_cref,106224,Peripheral vascular disease monitoring invitation
cvd,Peripheral Artery Disease,pad,cprd_cref,106260,Peripheral vascular disease monitoring first letter
cvd,Peripheral Artery Disease,pad,cprd_cref,106660,Peripheral vascular disease monitoring second letter
cvd,Peripheral Artery Disease,pad,cprd_cref,106855,Peripheral vascular disease monitoring third letter
cvd,Peripheral Artery Disease,pad,cprd_cref,16148,Peripheral vascular complications of care
cvd,Peripheral Artery Disease,pad,cprd_cref,18499,Peripheral vascular disease monitoring
cvd,Peripheral Artery Disease,pad,cprd_cref,23871,Peripheral angiopathic disease EC NOS
cvd,Peripheral Artery Disease,pad,cprd_cref,2760,Peripheral vascular disease NOS
cvd,Peripheral Artery Disease,pad,cprd_cref,3530,Peripheral vascular disease NOS
cvd,Peripheral Artery Disease,pad,cprd_cref,44528,Peripheral vascular complications of care NOS
cvd,Peripheral Artery Disease,pad,cprd_cref,5702,Peripheral ischaemic vascular disease
cvd,Peripheral Artery Disease,pad,cprd_cref,6827,Peripheral ischaemia
cvd,Peripheral Artery Disease,pad,cprd_cref,6853,Claudication
cvd,Peripheral Artery Disease,pad,hes_apc,I70.1,Atherosclerosis of renal artery
cvd,Peripheral Artery Disease,pad,hes_apc,I70.2,Atherosclerosis of arteries of extremities
cvd,Peripheral Artery Disease,pad,hes_apc,I70.8,Atherosclerosis of other arteries
cvd,Peripheral Artery Disease,pad,hes_apc,I70.9,Generalized and unspecified atherosclerosis
cvd,Peripheral Artery Disease,pad,hes_apc,I73.1,Thromboangiitis obliterans [Buerger]
cvd,Peripheral Artery Disease,pad,hes_apc,I73.8,Other specified peripheral vascular diseases
cvd,Peripheral Artery Disease,pad,hes_apc,I73.9,"Peripheral vascular disease, unspecified"
cvd,Peripheral Artery Disease,pad,hes_apc,I74.2,Embolism and thrombosis of arteries of upper extremities
cvd,Peripheral Artery Disease,pad,hes_apc,I74.3,Embolism and thrombosis of arteries of lower extremities
cvd,Peripheral Artery Disease,pad,hes_apc,I74.4,"Embolism and thrombosis of arteries of extremities, unspecified"
cvd,Peripheral Artery Disease,pad,hes_apc,I74.5,Embolism and thrombosis of Iliac artery
cvd,Peripheral Artery Disease,pad,hes_apc,I74.8,Embolism and thrombosis of other arteries
cvd,Peripheral Artery Disease,pad,hes_apc,I74.9,Embolism and thrombosis of unspecified artery
cvd,Peripheral Artery Disease,pad,hes_apc,I79.2,Peripheral angiopathy in diseases classified elsewhere
cvd,Peripheral Artery Disease,pad,hes_apc,I79.8,"Other disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
cvd,Stroke,stroke,cprd_cref,10062,Cerebrovascular disease NOS
cvd,Stroke,stroke,cprd_cref,100639,Central post-stroke pain
cvd,Stroke,stroke,cprd_cref,10504,Right sided cerebral infarction
cvd,Stroke,stroke,cprd_cref,105738,Carotid territory transient ischaemic attack
cvd,Stroke,stroke,cprd_cref,107440,Lobar cerebral haemorrhage
cvd,Stroke,stroke,cprd_cref,108630,"[X]Subarachnoid haemorrh from intracranial artery, unspecif"
cvd,Stroke,stroke,cprd_cref,108668,[X]Subarachnoid haemorrhage from other intracranial arteries
cvd,Stroke,stroke,cprd_cref,110337,"[X]Sequelae of stroke,not specfd as h'morrhage or infarction"
cvd,Stroke,stroke,cprd_cref,111096,[X]Other specified cerebrovascular diseases
cvd,Stroke,stroke,cprd_cref,12833,Right sided CVA
cvd,Stroke,stroke,cprd_cref,1298,CVA unspecified
cvd,Stroke,stroke,cprd_cref,13564,Cerebellar haemorrhage
cvd,Stroke,stroke,cprd_cref,13577,Other cerebrovascular disease
cvd,Stroke,stroke,cprd_cref,13707,Stroke / transient ischaemic attack referral
